strain	genbank_accession	genbank_accession_rev	date	region	country	division	location	length	host	release_date	update_date	clade_membership	sra_accessions	abbr_authors	authors	institution
OR119827	OR119827	OR119827.1	1980-06-XX	Asia	Indonesia			10961	Culicidae	2023-07-19	2023-07-19	2		Marano et al	Marano,J.M.,Bowen,R.A.,Bosco-Lauth,A.M.	Colorado State University, Biomedical Sciences
OQ472010	OQ472010	OQ472010.1	2022-XX-XX	Asia	China			1500	Culex tritaeniorhynchus	2023-07-08	2023-07-08			Liu et al	Liu,X.,Wu,Z.,Gao,J.,Chen,H.,Yang,W.,Chu,H.	Jiangsu Center for Disease Control and Prevention, Department of Disinfection and Vector Control
OQ472009	OQ472009	OQ472009.1	2022-XX-XX	Asia	China			1500	Culex tritaeniorhynchus	2023-07-08	2023-07-08			Liu et al	Liu,X.,Wu,Z.,Gao,J.,Chen,H.,Yang,W.,Chu,H.	Jiangsu Center for Disease Control and Prevention, Department of Disinfection and Vector Control
OQ181400	OQ181400	OQ181400.1	2019-XX-XX	Asia	China			1500		2023-04-22	2023-04-22			Wei et al	Wei,J.,Dong,N.,Ma,Z.	Shanghai Veterinary Research Institute, Chinese Academy of Agricultural Science, Scientific Research Institution
OQ181399	OQ181399	OQ181399.1	2019-XX-XX	Asia	China			1500	Sus scrofa	2023-04-22	2023-04-22			Wei et al	Wei,J.,Dong,N.,Ma,Z.	Shanghai Veterinary Research Institute, Chinese Academy of Agricultural Science, Scientific Research Institution
OQ181398	OQ181398	OQ181398.1	2019-XX-XX	Asia	China			1500		2023-04-22	2023-04-22			Wei et al	Wei,J.,Dong,N.,Ma,Z.	Shanghai Veterinary Research Institute, Chinese Academy of Agricultural Science, Scientific Research Institution
OQ181397	OQ181397	OQ181397.1	2019-XX-XX	Asia	China			1500	Sus scrofa	2023-04-22	2023-04-22			Wei et al	Wei,J.,Dong,N.,Ma,Z.	Shanghai Veterinary Research Institute, Chinese Academy of Agricultural Science, Scientific Research Institution
OQ181396	OQ181396	OQ181396.1	2019-XX-XX	Asia	China			1500		2023-04-22	2023-04-22			Wei et al	Wei,J.,Dong,N.,Ma,Z.	Shanghai Veterinary Research Institute, Chinese Academy of Agricultural Science, Scientific Research Institution
OP904182	OP904182	OP904182.1	2022-02-XX	Oceania	Australia	New South Wales		10970	Sus scrofa	2022-12-04	2022-12-04	4		Eden et al	Eden,J.-S.,Kim,K.,Kirkland,P.D.	The University of Sydney, Sydney Institute for Infectious Diseases
OP699301	OP699301	OP699301.1	2018-XX-XX	Asia	China			1422	Sus scrofa	2023-04-01	2023-04-01			Zhao et al	Zhao,G.,Gao,Y.,Shi,N.,Zhang,S.,Xiao,P.,Zhang,J.,Xie,C.,Ha,Z.,Feng,S.,Li,C.,Zhang,X.,Xie,Y.,Yu,N.,Zhang,H.,Bi,J.,Jin,N.,Lu,H.	Chinese Academy of Agricultural Sciences, Changchun, 130122, China., Changchun Veterinary Research Institute
OP699300	OP699300	OP699300.1	2018-XX-XX	Asia	China			1422	Sus scrofa	2023-04-01	2023-04-01			Zhao et al	Zhao,G.,Gao,Y.,Shi,N.,Zhang,S.,Xiao,P.,Zhang,J.,Xie,C.,Ha,Z.,Feng,S.,Li,C.,Zhang,X.,Xie,Y.,Yu,N.,Zhang,H.,Bi,J.,Jin,N.,Lu,H.	Chinese Academy of Agricultural Sciences, Changchun, 130122, China., Changchun Veterinary Research Institute
OP699299	OP699299	OP699299.1	2018-XX-XX	Asia	China			1422	Sus scrofa	2023-04-01	2023-04-01			Zhao et al	Zhao,G.,Gao,Y.,Shi,N.,Zhang,S.,Xiao,P.,Zhang,J.,Xie,C.,Ha,Z.,Feng,S.,Li,C.,Zhang,X.,Xie,Y.,Yu,N.,Zhang,H.,Bi,J.,Jin,N.,Lu,H.	Chinese Academy of Agricultural Sciences, Changchun, 130122, China., Changchun Veterinary Research Institute
OP699298	OP699298	OP699298.1	2018-XX-XX	Asia	China			1421	Sus scrofa	2023-04-01	2023-04-01			Zhao et al	Zhao,G.,Gao,Y.,Shi,N.,Zhang,S.,Xiao,P.,Zhang,J.,Xie,C.,Ha,Z.,Feng,S.,Li,C.,Zhang,X.,Xie,Y.,Yu,N.,Zhang,H.,Bi,J.,Jin,N.,Lu,H.	Chinese Academy of Agricultural Sciences, Changchun, 130122, China., Changchun Veterinary Research Institute
OP699297	OP699297	OP699297.1	2018-XX-XX	Asia	China			1422	Sus scrofa	2023-04-01	2023-04-01			Zhao et al	Zhao,G.,Gao,Y.,Shi,N.,Zhang,S.,Xiao,P.,Zhang,J.,Xie,C.,Ha,Z.,Feng,S.,Li,C.,Zhang,X.,Xie,Y.,Yu,N.,Zhang,H.,Bi,J.,Jin,N.,Lu,H.	Chinese Academy of Agricultural Sciences, Changchun, 130122, China., Changchun Veterinary Research Institute
OP699296	OP699296	OP699296.1	2018-XX-XX	Asia	China			1422	Sus scrofa	2023-04-01	2023-04-01			Zhao et al	Zhao,G.,Gao,Y.,Shi,N.,Zhang,S.,Xiao,P.,Zhang,J.,Xie,C.,Ha,Z.,Feng,S.,Li,C.,Zhang,X.,Xie,Y.,Yu,N.,Zhang,H.,Bi,J.,Jin,N.,Lu,H.	Chinese Academy of Agricultural Sciences, Changchun, 130122, China., Changchun Veterinary Research Institute
OP699295	OP699295	OP699295.1	2018-XX-XX	Asia	China			1422	Sus scrofa	2023-04-01	2023-04-01			Zhao et al	Zhao,G.,Gao,Y.,Shi,N.,Zhang,S.,Xiao,P.,Zhang,J.,Xie,C.,Ha,Z.,Feng,S.,Li,C.,Zhang,X.,Xie,Y.,Yu,N.,Zhang,H.,Bi,J.,Jin,N.,Lu,H.	Chinese Academy of Agricultural Sciences, Changchun, 130122, China., Changchun Veterinary Research Institute
OP699294	OP699294	OP699294.1	2016-XX-XX	Asia	China			1422	Sus scrofa	2023-04-01	2023-04-01			Zhao et al	Zhao,G.,Gao,Y.,Shi,N.,Zhang,S.,Xiao,P.,Zhang,J.,Xie,C.,Ha,Z.,Feng,S.,Li,C.,Zhang,X.,Xie,Y.,Yu,N.,Zhang,H.,Bi,J.,Jin,N.,Lu,H.	Chinese Academy of Agricultural Sciences, Changchun, 130122, China., Changchun Veterinary Research Institute
OP699293	OP699293	OP699293.1	2016-XX-XX	Asia	China			1422	Sus scrofa	2023-04-01	2023-04-01			Zhao et al	Zhao,G.,Gao,Y.,Shi,N.,Zhang,S.,Xiao,P.,Zhang,J.,Xie,C.,Ha,Z.,Feng,S.,Li,C.,Zhang,X.,Xie,Y.,Yu,N.,Zhang,H.,Bi,J.,Jin,N.,Lu,H.	Chinese Academy of Agricultural Sciences, Changchun, 130122, China., Changchun Veterinary Research Institute
OP699292	OP699292	OP699292.1	2016-XX-XX	Asia	China			1422	Sus scrofa	2023-04-01	2023-04-01			Zhao et al	Zhao,G.,Gao,Y.,Shi,N.,Zhang,S.,Xiao,P.,Zhang,J.,Xie,C.,Ha,Z.,Feng,S.,Li,C.,Zhang,X.,Xie,Y.,Yu,N.,Zhang,H.,Bi,J.,Jin,N.,Lu,H.	Chinese Academy of Agricultural Sciences, Changchun, 130122, China., Changchun Veterinary Research Institute
OP699291	OP699291	OP699291.1	2016-XX-XX	Asia	China			1422	Sus scrofa	2023-04-01	2023-04-01			Zhao et al	Zhao,G.,Gao,Y.,Shi,N.,Zhang,S.,Xiao,P.,Zhang,J.,Xie,C.,Ha,Z.,Feng,S.,Li,C.,Zhang,X.,Xie,Y.,Yu,N.,Zhang,H.,Bi,J.,Jin,N.,Lu,H.	Chinese Academy of Agricultural Sciences, Changchun, 130122, China., Changchun Veterinary Research Institute
OP699290	OP699290	OP699290.1	2016-XX-XX	Asia	China			1422	Sus scrofa	2023-04-01	2023-04-01			Zhao et al	Zhao,G.,Gao,Y.,Shi,N.,Zhang,S.,Xiao,P.,Zhang,J.,Xie,C.,Ha,Z.,Feng,S.,Li,C.,Zhang,X.,Xie,Y.,Yu,N.,Zhang,H.,Bi,J.,Jin,N.,Lu,H.	Chinese Academy of Agricultural Sciences, Changchun, 130122, China., Changchun Veterinary Research Institute
OP699289	OP699289	OP699289.1	2016-XX-XX	Asia	China			1422	Sus scrofa	2023-04-01	2023-04-01			Zhao et al	Zhao,G.,Gao,Y.,Shi,N.,Zhang,S.,Xiao,P.,Zhang,J.,Xie,C.,Ha,Z.,Feng,S.,Li,C.,Zhang,X.,Xie,Y.,Yu,N.,Zhang,H.,Bi,J.,Jin,N.,Lu,H.	Chinese Academy of Agricultural Sciences, Changchun, 130122, China., Changchun Veterinary Research Institute
OP588746	OP588746	OP588746.1	2020-10-XX	Asia	China			10977	Culicidae	2023-04-29	2023-04-29	3		Li et al	Li,C.,Li,Y.,Chen,X.,Zhang,L.	Yangzhou University, College of Veterinary Medicine
ON929280	ON929280	ON929280.1	2018-XX-XX	Asia	China			10299	Sus scrofa	2023-03-19	2023-03-19	1		Sun et al	Sun,Y.,Ding,H.	South China Agricultural University, College of Veterinary Medicine Department of Microbiology and Immunology
ON929279	ON929279	ON929279.1	2015-XX-XX	Asia	China			10299	Sus scrofa	2023-03-19	2023-03-19	3		Sun et al	Sun,Y.,Ding,H.	South China Agricultural University, College of Veterinary Medicine Department of Microbiology and Immunology
ON929278	ON929278	ON929278.1	2014-XX-XX	Asia	China			10299	Sus scrofa	2023-03-19	2023-03-19	1		Sun et al	Sun,Y.,Ding,H.	South China Agricultural University, College of Veterinary Medicine Department of Microbiology and Immunology
ON929277	ON929277	ON929277.1	2011-XX-XX	Asia	China			10299	Sus scrofa	2023-03-19	2023-03-19	3		Sun et al	Sun,Y.,Ding,H.	South China Agricultural University, College of Veterinary Medicine Department of Microbiology and Immunology
ON920968	ON920968	ON920968.1		Asia	India			205	Sus scrofa	2023-03-26	2023-03-26			Dhanalakshmi et al	Dhanalakshmi,M.,Mehta,D.,Dhanze,H.,Mote,A.B.,Hussain,M.M.,Kumar,M.S.,Gandham,R.K.,Sharma,G.T.	Indian Veterinary Research institute, Veterinary Public Health
ON920967	ON920967	ON920967.1		Asia	India			204	Sus scrofa	2023-03-26	2023-03-26			Dhanalakshmi et al	Dhanalakshmi,M.,Mehta,D.,Dhanze,H.,Mote,A.B.,Hussain,M.M.,Kumar,M.S.,Gandham,R.K.,Sharma,G.T.	Indian Veterinary Research institute, Veterinary Public Health
ON920966	ON920966	ON920966.1		Asia	India			240	Sus scrofa	2023-03-26	2023-03-26			Dhanalakshmi et al	Dhanalakshmi,M.,Mehta,D.,Dhanze,H.,Mote,A.B.,Hussain,M.M.,Kumar,M.S.,Gandham,R.K.,Sharma,G.T.	Indian Veterinary Research institute, Veterinary Public Health
ON920965	ON920965	ON920965.1		Asia	India			228	Sus scrofa	2023-03-26	2023-03-26			Dhanalakshmi et al	Dhanalakshmi,M.,Mehta,D.,Dhanze,H.,Mote,A.B.,Hussain,M.M.,Kumar,M.S.,Gandham,R.K.,Sharma,G.T.	Indian Veterinary Research institute, Veterinary Public Health
ON920964	ON920964	ON920964.1		Asia	India			240	Sus scrofa	2023-03-26	2023-03-26			Dhanalakshmi et al	Dhanalakshmi,M.,Mehta,D.,Dhanze,H.,Mote,A.B.,Hussain,M.M.,Kumar,M.S.,Gandham,R.K.,Sharma,G.T.	Indian Veterinary Research institute, Veterinary Public Health
ON875960	ON875960	ON875960.1	2019-06-28	Asia	India			10965	Culex tritaeniorhynchus	2022-11-15	2022-11-15	1		Pegu et al	Pegu,S.R.,Das,P.J.,Sonowal,J.,Sengar,G.S.,Deb,R.,Rajkhowa,S.,Choudhury,M.,Gulati,B.R.,Gupta,V.K.	ICAR-National Research Centre on Pig, Animal Genetics and Breeding
ON804799	ON804799	ON804799.1	2020-11-XX	Asia	Singapore			10941	Culex tritaeniorhynchus	2022-12-10	2022-12-10	1		Lim et al	Lim,M.J.,Loh,Z.Y.,Yeo,H.L.,Yenamandra,S.P.,Kong,M.,Pang,H.Y.,Lee,M.H.,Humaidi,M.,Chua,C.,Griffiths,J.,Ng,L.C.,Hapuarachchi,H.C.,Mailepessov,D.	Environmental Health Institute, Field Ecology, EETD
ON804798	ON804798	ON804798.1	2019-10-XX	Asia	Singapore			10946	Culex	2022-12-10	2022-12-10	1		Lim et al	Lim,M.J.,Loh,Z.Y.,Yeo,H.L.,Yenamandra,S.P.,Kong,M.,Pang,H.Y.,Lee,M.H.,Humaidi,M.,Chua,C.,Griffiths,J.,Ng,L.C.,Hapuarachchi,H.C.,Mailepessov,D.	Environmental Health Institute, Field Ecology, EETD
ON804797	ON804797	ON804797.1	2019-11-XX	Asia	Singapore			10949	Culex tritaeniorhynchus	2022-12-10	2022-12-10	1		Lim et al	Lim,M.J.,Loh,Z.Y.,Yeo,H.L.,Yenamandra,S.P.,Kong,M.,Pang,H.Y.,Lee,M.H.,Humaidi,M.,Chua,C.,Griffiths,J.,Ng,L.C.,Hapuarachchi,H.C.,Mailepessov,D.	Environmental Health Institute, Field Ecology, EETD
ON804796	ON804796	ON804796.1	2021-05-XX	Asia	Singapore			759	Culex tritaeniorhynchus	2022-12-10	2022-12-10			Lim et al	Lim,M.J.,Loh,Z.Y.,Yeo,H.L.,Yenamandra,S.P.,Kong,M.,Pang,H.Y.,Lee,M.H.,Humaidi,M.,Chua,C.,Griffiths,J.,Ng,L.C.,Hapuarachchi,H.C.,Mailepessov,D.	Environmental Health Institute, Field Ecology, EETD
ON804795	ON804795	ON804795.1	2020-12-XX	Asia	Singapore			769	Culex tritaeniorhynchus	2022-12-10	2022-12-10			Lim et al	Lim,M.J.,Loh,Z.Y.,Yeo,H.L.,Yenamandra,S.P.,Kong,M.,Pang,H.Y.,Lee,M.H.,Humaidi,M.,Chua,C.,Griffiths,J.,Ng,L.C.,Hapuarachchi,H.C.,Mailepessov,D.	Environmental Health Institute, Field Ecology, EETD
ON804794	ON804794	ON804794.1	2020-11-XX	Asia	Singapore			1314	Culex tritaeniorhynchus	2022-12-10	2022-12-10			Lim et al	Lim,M.J.,Loh,Z.Y.,Yeo,H.L.,Yenamandra,S.P.,Kong,M.,Pang,H.Y.,Lee,M.H.,Humaidi,M.,Chua,C.,Griffiths,J.,Ng,L.C.,Hapuarachchi,H.C.,Mailepessov,D.	Environmental Health Institute, Field Ecology, EETD
ON624132	ON624132	ON624132.1	2022-02-20	Oceania	Australia	Queensland		10941	Sus scrofa	2022-07-23	2022-07-23	4		Neave et al	Neave,M.J.,Mileto,P.,Davies,K.,Williams,D.T.	CSIRO, Australian Animal Health Laboratory
ON568663	ON568663	ON568663.1	2021-XX-XX	Asia	China			1500	Sus scrofa	2022-10-03	2022-10-03			Tang et al	Tang,Q.,Deng,Z.,Tan,S.,Song,G.,Zhang,H.,Ge,L.	Hunan Agricultural University, College of veterinary medicine
ON568662	ON568662	ON568662.1	2021-XX-XX	Asia	China			1500	Sus scrofa	2022-10-03	2022-10-03			Tang et al	Tang,Q.,Deng,Z.,Tan,S.,Song,G.,Zhang,H.,Ge,L.	Hunan Agricultural University, College of veterinary medicine
ON568661	ON568661	ON568661.1	2021-XX-XX	Asia	China			1500	Culicidae	2022-10-03	2022-10-03			Tang et al	Tang,Q.,Deng,Z.,Tan,S.,Song,G.,Zhang,H.,Ge,L.,Tang,Q.-W.	Hunan Agricultural University, College of veterinary medicine
ON568660	ON568660	ON568660.1	2021-XX-XX	Asia	China			1500	Sus scrofa	2022-10-03	2022-10-03			Tang et al	Tang,Q.,Deng,Z.,Tan,S.,Song,G.,Zhang,H.,Ge,L.	Hunan Agricultural University, College of veterinary medicine
ON568659	ON568659	ON568659.1	2021-XX-XX	Asia	China			1500	Sus scrofa	2022-10-03	2022-10-03			Tang et al	Tang,Q.,Deng,Z.,Tan,S.,Song,G.,Zhang,H.,Ge,L.	Hunan Agricultural University, College of veterinary medicine
ON568658	ON568658	ON568658.1	2021-XX-XX	Asia	China			1500	Culicidae	2022-10-03	2022-10-03			Tang et al	Tang,Q.,Deng,Z.,Tan,S.,Song,G.,Zhang,H.,Ge,L.	Hunan Agricultural University, College of veterinary medicine
ON568657	ON568657	ON568657.1	2020-XX-XX	Asia	China			1500	Sus scrofa	2022-10-03	2022-10-03			Tang et al	Tang,Q.,Deng,Z.,Tan,S.,Song,G.,Zhang,H.,Ge,L.	Hunan Agricultural University, College of veterinary medicine
ON568656	ON568656	ON568656.1	2020-XX-XX	Asia	China			1500	Sus scrofa	2022-10-03	2022-10-03			Tang et al	Tang,Q.,Deng,Z.,Tan,S.,Song,G.,Zhang,H.,Ge,L.,Tang,Q.-W.	Hunan Agricultural University, College of veterinary medicine
ON568655	ON568655	ON568655.1	2020-XX-XX	Asia	China			1500	Culicidae	2022-10-03	2022-10-03			Tang et al	Tang,Q.,Deng,Z.,Tan,S.,Song,G.,Zhang,H.,Ge,L.	Hunan Agricultural University, College of veterinary medicine
ON568654	ON568654	ON568654.1	2020-XX-XX	Asia	China			1500	Sus scrofa	2022-10-03	2022-10-03			Tang et al	Tang,Q.,Deng,Z.,Tan,S.,Song,G.,Zhang,H.,Ge,L.	Hunan Agricultural University, College of veterinary medicine
ON568653	ON568653	ON568653.1	2019-XX-XX	Asia	China			1500	Culicidae	2022-10-03	2022-10-03			Tang et al	Tang,Q.,Deng,Z.,Tan,S.,Song,G.,Zhang,H.,Ge,L.,Tang,Q.-W.	Hunan Agricultural University, College of veterinary medicine
ON568652	ON568652	ON568652.1	2019-XX-XX	Asia	China			1500	Sus scrofa	2022-10-03	2022-10-03			Tang et al	Tang,Q.,Deng,Z.,Tan,S.,Song,G.,Zhang,H.,Ge,L.	Hunan Agricultural University, College of veterinary medicine
ON568651	ON568651	ON568651.1	2019-XX-XX	Asia	China			1500	Sus scrofa	2022-10-03	2022-10-03			Tang et al	Tang,Q.,Deng,Z.,Tan,S.,Song,G.,Zhang,H.,Ge,L.,Tang,Q.-W.	Hunan Agricultural University, College of veterinary medicine
ON568650	ON568650	ON568650.1	2019-XX-XX	Asia	China			1500	Sus scrofa	2022-10-03	2022-10-03			Tang et al	Tang,Q.,Deng,Z.,Tan,S.,Song,G.,Zhang,H.,Ge,L.	Hunan Agricultural University, College of veterinary medicine
ON416992	ON416992	ON416992.1	2020-03-25	Asia	China			1500	Sus scrofa	2023-02-11	2023-02-11			Nie et al	Nie,M.	College of Veterinary Medicine, Sichuan Agricultural University
ON416991	ON416991	ON416991.1	2020-05-14	Asia	China			1500	Sus scrofa	2023-02-11	2023-02-11			Nie et al	Nie,M.	College of Veterinary Medicine, Sichuan Agricultural University
ON416990	ON416990	ON416990.1	2020-02-15	Asia	China			1500	Sus scrofa	2023-02-11	2023-02-11			Nie et al	Nie,M.	College of Veterinary Medicine, Sichuan Agricultural University
ON416989	ON416989	ON416989.1	2020-02-05	Asia	China			1500	Sus scrofa	2023-02-11	2023-02-11			Nie et al	Nie,M.	College of Veterinary Medicine, Sichuan Agricultural University
ON416988	ON416988	ON416988.1	2020-09-13	Asia	China			1500	Sus scrofa	2023-02-11	2023-02-11			Nie et al	Nie,M.	College of Veterinary Medicine, Sichuan Agricultural University
OM867669	OM867669	OM867669.1	2021-03-10	Oceania	Australia	Northern Territory	Tiwi Islands	10949	Homo sapiens	2022-10-18	2022-10-18	4		Waller et al	Waller,C.,Tiemensma,M.,Currie,B.J.,Williams,D.T.,Baird,R.W.,Krause,V.L.,Sikazwe,C.,Neave,M.J.,Michie,A.,Mileto,P.,Levy,A.,Imrie,A.,Speers,D.,Mackenzie,J.S.,Smith,D.W.	CSIRO, Australian Animal Health Laboratory
OM799564	OM799564	OM799564.1	2020-07-XX	Asia	China			681	Culicidae	2022-05-21	2022-05-21			Xiao et al	Xiao,P.	Wenzhou University, Institute of Virology
OM799563	OM799563	OM799563.1	2020-07-XX	Asia	China			681	Culicidae	2022-05-21	2022-05-21			Xiao et al	Xiao,P.	Wenzhou University, Institute of Virology
OM799562	OM799562	OM799562.1	2020-07-XX	Asia	China			681	Culicidae	2022-05-21	2022-05-21			Xiao et al	Xiao,P.	Wenzhou University, Institute of Virology
OM799561	OM799561	OM799561.1	2016-07-XX	Asia	China			1056	Chiroptera	2022-05-21	2022-05-21			Xiao et al	Xiao,P.	Wenzhou University, Institute of Virology
OM799560	OM799560	OM799560.1	2016-07-XX	Asia	China			1056	Chiroptera	2022-05-21	2022-05-21			Xiao et al	Xiao,P.	Wenzhou University, Institute of Virology
OM799559	OM799559	OM799559.1	2016-07-XX	Asia	China			1056	Chiroptera	2022-05-21	2022-05-21			Xiao et al	Xiao,P.	Wenzhou University, Institute of Virology
OM799558	OM799558	OM799558.1	2016-07-XX	Asia	China			1056	Chiroptera	2022-05-21	2022-05-21			Xiao et al	Xiao,P.	Wenzhou University, Institute of Virology
OM799557	OM799557	OM799557.1	2016-07-XX	Asia	China			1056	Culicidae	2022-05-21	2022-05-21			Xiao et al	Xiao,P.	Wenzhou University, Institute of Virology
OM799556	OM799556	OM799556.1	2016-07-XX	Asia	China			1056	Culicidae	2022-05-21	2022-05-21			Xiao et al	Xiao,P.	Wenzhou University, Institute of Virology
OM799555	OM799555	OM799555.1	2016-07-XX	Asia	China			1056	Culicidae	2022-05-21	2022-05-21			Xiao et al	Xiao,P.	Wenzhou University, Institute of Virology
OM799554	OM799554	OM799554.1	2016-07-XX	Asia	China			1056	Culicidae	2022-05-21	2022-05-21			Xiao et al	Xiao,P.	Wenzhou University, Institute of Virology
OM799553	OM799553	OM799553.1	2020-07-XX	Asia	China			1500	Culicidae	2022-05-21	2022-05-21			Xiao et al	Xiao,P.	Wenzhou University, Institute of Virology
OM799552	OM799552	OM799552.1	2020-07-XX	Asia	China			1500	Culicidae	2022-05-21	2022-05-21			Xiao et al	Xiao,P.	Wenzhou University, Institute of Virology
OM799551	OM799551	OM799551.1	2016-07-XX	Asia	China			1500	Chiroptera	2022-05-21	2022-05-21			Xiao et al	Xiao,P.	Wenzhou University, Institute of Virology
OM799550	OM799550	OM799550.1	2016-07-XX	Asia	China			1500	Chiroptera	2022-05-21	2022-05-21			Xiao et al	Xiao,P.	Wenzhou University, Institute of Virology
OM799549	OM799549	OM799549.1	2016-07-XX	Asia	China			1500	Chiroptera	2022-05-21	2022-05-21			Xiao et al	Xiao,P.	Wenzhou University, Institute of Virology
OM799548	OM799548	OM799548.1	2016-07-XX	Asia	China			1500	Chiroptera	2022-05-21	2022-05-21			Xiao et al	Xiao,P.	Wenzhou University, Institute of Virology
OM799547	OM799547	OM799547.1	2016-07-XX	Asia	China			1500	Culicidae	2022-05-21	2022-05-21			Xiao et al	Xiao,P.	Wenzhou University, Institute of Virology
OM799546	OM799546	OM799546.1	2016-07-XX	Asia	China			1500	Culicidae	2022-05-21	2022-05-21			Xiao et al	Xiao,P.	Wenzhou University, Institute of Virology
OM799545	OM799545	OM799545.1	2016-07-XX	Asia	China			1500	Culicidae	2022-05-21	2022-05-21			Xiao et al	Xiao,P.	Wenzhou University, Institute of Virology
OM572550	OM572550	OM572550.1	2018-XX-XX	Asia	China	Zhejiang		10967	Culicidae	2023-01-16	2023-01-16	1		Li et al	Li,F.,Fu,S.,Wang,Z.,Yan,J.,Liang,L.,Wang,H.	Chinese Center for Disease Control and Prevention, National Institute for Viral Disease Control and Prevention
OM572549	OM572549	OM572549.1	2018-XX-XX	Asia	China	Zhejiang		10962	Culicidae	2023-01-16	2023-01-16	1		Li et al	Li,F.,Fu,S.,Wang,Z.,Yan,J.,Liang,L.,Wang,H.	Chinese Center for Disease Control and Prevention, National Institute for Viral Disease Control and Prevention
OM572548	OM572548	OM572548.1	2018-XX-XX	Asia	China	Liaoning		10964	Culicidae	2023-01-16	2023-01-16	1		Li et al	Li,F.,Fu,S.,Wang,Z.,Yan,J.,Liang,L.,Wang,H.	Chinese Center for Disease Control and Prevention, National Institute for Viral Disease Control and Prevention
OM572547	OM572547	OM572547.1	2018-XX-XX	Asia	China	Liaoning		10958	Culicidae	2023-01-16	2023-01-16	1		Li et al	Li,F.,Fu,S.,Wang,Z.,Yan,J.,Liang,L.,Wang,H.	Chinese Center for Disease Control and Prevention, National Institute for Viral Disease Control and Prevention
OM572546	OM572546	OM572546.1	2017-XX-XX	Asia	China	Guangxi		10965	Culicidae	2023-01-16	2023-01-16	1		Li et al	Li,F.,Fu,S.,Wang,Z.,Yan,J.,Liang,L.,Wang,H.	Chinese Center for Disease Control and Prevention, National Institute for Viral Disease Control and Prevention
OM572545	OM572545	OM572545.1	2018-XX-XX	Asia	China	Liaoning		10969	Culicidae	2023-01-16	2023-01-16	1		Li et al	Li,F.,Fu,S.,Wang,Z.,Yan,J.,Liang,L.,Wang,H.	Chinese Center for Disease Control and Prevention, National Institute for Viral Disease Control and Prevention
OM572544	OM572544	OM572544.1	2017-XX-XX	Asia	China	Yunnan		10965	Culicidae	2023-01-16	2023-01-16	1		Li et al	Li,F.,Feng,Y.,Fu,S.,Liang,G.,Wang,H.	Chinese Center for Disease Control and Prevention, National Institute for Viral Disease Control and Prevention
OM572543	OM572543	OM572543.1	2017-XX-XX	Asia	China	Yunnan		10955	Culicidae	2023-01-16	2023-01-16	1		Li et al	Li,F.,Feng,Y.,Fu,S.,Liang,G.,Wang,H.	Chinese Center for Disease Control and Prevention, National Institute for Viral Disease Control and Prevention
